N,P,K,temperature,humidity,ph,label
10,20,20,28.54545455,85.91137655,6.68,Moderate
10,20,20,28.54545455,85.95388369,6.66,Moderate
10,20,20,28.64818182,86.09677515,6.36,Moderate
10,20,20,28.64818182,85.91447284,6.66,Moderate
10,20,20,28.99454545,85.93726815,6.54,Moderate
10,20,20,28.64818182,85.91676592,6.6,Moderate
10,20,20,22.89090909,87.49283033,6.6,Moderate
10,20,20,26.73636364,87.91358314,6.62,Moderate
10,20,20,29.18636364,85.96374459,6.58,Moderate
10,20,20,26.51818182,87.22194624,6.32,Moderate
10,20,20,28.64818182,85.88478274,6.54,Moderate
10,20,20,28.64818182,86.01902965,6.32,Moderate
10,20,20,29.18636364,85.86964531,6.52,Moderate
10,20,20,26.73636364,87.91358314,6.6,Moderate
10,20,20,22.89090909,87.31037355,6.34,Moderate
10,20,20,28.64818182,85.92669608,6.56,Moderate
10,20,20,28.64818182,85.8325968,6.52,Moderate
10,20,20,28.99454545,85.96925134,6.62,Moderate
10,20,20,26.73636364,87.6204683,6.4,Moderate
10,20,20,27.65454545,87.19106052,6.6,Moderate
10,20,20,23.56,77.7679318,6.6,Moderate
10,20,20,29.18636364,85.86818882,6.48,Moderate
10,20,20,27.63636364,87.19106052,6.62,Moderate
10,20,20,22.89090909,87.30404555,6.44,Moderate
10,20,20,27.65454545,87.19106052,6.62,Moderate
10,20,20,23.56,77.7679318,6.56,Moderate
10,20,20,28.54545455,86.06625084,6.32,Moderate
10,20,20,29.18636364,86.015113,6.32,Moderate
10,20,20,22.89090909,87.17899778,6.38,Moderate
10,20,20,15.5,92.59394809,6.36,Moderate
10,20,20,28.54545455,85.96610694,6.58,Moderate
10,20,20,29.03727273,85.9634427,6.46,Moderate
10,20,20,28.64818182,85.91241378,6.46,Moderate
10,20,20,22.89090909,87.49283033,6.62,Moderate
10,20,20,28.64818182,85.8969655,6.64,Moderate
10,20,20,22.89090909,87.3204185,6.52,Moderate
10,20,20,29.18636364,85.92183124,6.54,Moderate
10,20,20,29.18636364,85.95381443,6.62,Moderate
10,20,20,28.99454545,85.94945091,6.64,Moderate
10,20,20,22.89090909,87.49283033,6.58,Moderate
10,20,20,22.89090909,87.46876963,6.68,Moderate
10,20,20,28.99454545,85.95652728,6.4,Moderate
10,20,20,26.51818182,87.35377389,6.66,Moderate
10,20,20,22.89090909,87.17454313,6.4,Moderate
10,20,20,28.99454545,85.93029034,6.68,Moderate
10,20,20,22.89090909,87.30774989,6.5,Moderate
10,20,20,28.54545455,86.14399633,6.36,Moderate
10,20,20,28.99454545,85.99446713,6.66,Moderate
10,20,20,26.73636364,87.74117131,6.5,Moderate
10,20,20,28.08181818,85.93418424,6.68,Moderate
10,20,20,28.54545455,85.96610694,6.56,Moderate
10,20,20,29.18636364,86.11318354,6.36,Moderate
10,20,20,28.64818182,85.92669608,6.58,Moderate
10,20,20,28.54545455,85.87981799,6.5,Moderate
10,20,20,26.51818182,87.16869346,6.5,Moderate
10,20,20,27.65454545,87.17984853,6.54,Moderate
10,20,20,26.73636364,87.7500758,6.44,Moderate
10,20,20,28.54545455,85.95963496,6.46,Moderate
10,20,20,28.54545455,85.93637635,6.64,Moderate
10,20,20,28.64818182,85.87196569,6.68,Moderate
10,20,20,27.65454545,87.33830725,6.36,Moderate
10,20,20,10.38,91.86585172,6.52,Moderate
10,20,20,28.54545455,86.15951788,6.34,Moderate
10,20,20,28.64818182,85.92115855,6.38,Moderate
10,20,20,28.64818182,85.95744178,6.44,Moderate
10,20,20,28.64818182,85.91676592,6.62,Moderate
10,20,20,22.676,67.74954677,6.4,Moderate
10,20,20,26.73636364,87.62699864,6.42,Moderate
10,20,20,26.51818182,87.35377389,6.6,Moderate
10,20,20,29.03727273,85.94945091,6.64,Moderate
10,20,20,22.89090909,87.29949579,6.32,Moderate
10,20,20,27.65454545,87.25729342,6.32,Moderate
10,20,20,26.51818182,87.35377389,6.64,Moderate
10,20,20,22.89090909,87.294852,6.36,Moderate
10,20,20,28.08181818,86.2209328,6.34,Moderate
10,20,20,27.65454545,87.20290965,6.56,Moderate
10,20,20,26.51818182,87.17759795,6.46,Moderate
10,20,20,28.54545455,85.87981799,6.52,Moderate
10,20,20,28.54545455,85.87981799,6.48,Moderate
10,20,20,26.51818182,87.18136206,6.52,Moderate
10,20,20,28.08181818,85.96262504,6.5,Moderate
10,20,20,29.18636364,85.86818882,6.5,Moderate
10,20,20,22.676,68.57441672,6.58,Moderate
10,20,20,27.65454545,87.1793851,6.42,Moderate
10,20,20,29.18636364,85.94800579,6.46,Moderate
10,20,20,28.54545455,85.95617678,6.6,Moderate
10,20,20,26.73636364,87.7500758,6.46,Moderate
10,20,20,28.08181818,86.10687295,6.44,Moderate
10,20,20,29.03727273,85.88362573,6.5,Moderate
10,20,20,29.18636364,85.96374459,6.56,Moderate
10,20,20,26.51818182,87.05525702,6.4,Moderate
10,20,20,14.7,92.54095421,6.38,Moderate
10,20,20,22.89090909,87.49283033,6.56,Moderate
10,20,20,29.03727273,85.88508222,6.52,Moderate
10,20,20,10.38,91.88354015,6.54,Moderate
10,20,20,28.54545455,85.96837973,6.38,Moderate
10,20,20,27.65454545,87.13258772,6.5,Moderate
10,20,20,28.54545455,85.94838511,6.4,Moderate
10,20,20,22.676,68.03453171,6.44,Moderate
10,20,20,27.65454545,87.13258772,6.52,Moderate
10,20,20,27.65454545,87.17422732,6.64,Moderate
10,20,20,10.38,91.89653466,6.68,Moderate
10,20,20,28.64818182,85.90116392,6.4,Moderate
10,20,20,28.08181818,85.99308752,6.66,Moderate
10,20,20,26.51818182,87.11081794,6.48,Moderate
10,20,20,27.65454545,87.27683563,6.44,Moderate
10,20,20,26.73636364,87.68329579,6.48,Moderate
10,20,20,22.676,68.46049559,6.68,Moderate
10,20,20,29.18636364,85.93401401,6.64,Moderate
10,20,20,29.03727273,86.144142,6.34,Moderate
10,20,20,26.51818182,87.08205408,6.38,Moderate
10,20,20,27.65454545,87.23180763,6.46,Moderate
10,20,20,22.676,68.60835632,6.62,Moderate
10,20,20,22.676,68.10126033,6.48,Moderate
10,20,20,27.63636364,87.19155699,6.38,Moderate
10,20,20,28.64818182,85.8325968,6.48,Moderate
10,20,20,28.99454545,85.88362573,6.5,Moderate
10,20,20,28.99454545,85.88362573,6.48,Moderate
10,20,20,22.676,67.85946718,6.42,Moderate
10,20,20,29.18636364,86.00540237,6.44,Moderate
10,20,20,29.18636364,85.95381443,6.6,Moderate
10,20,20,26.73636364,87.7883382,6.34,Moderate
10,20,20,29.18636364,85.94313054,6.38,Moderate
10,20,20,29.18636364,85.97903022,6.66,Moderate
10,20,20,26.51818182,87.06178736,6.42,Moderate
10,20,20,22.89090909,87.18823496,6.42,Moderate
10,20,20,28.54545455,85.95428887,6.42,Moderate
10,20,20,22.676,67.77345215,6.32,Moderate
10,20,20,29.03727273,85.88362573,6.48,Moderate
10,20,20,28.64818182,85.8325968,6.5,Moderate
10,20,20,28.08181818,86.20541125,6.36,Moderate
10,20,20,26.73636364,87.78715752,6.32,Moderate
10,20,20,27.65454545,87.20290965,6.58,Moderate
10,20,20,28.99454545,85.9791815,6.58,Moderate
10,20,20,10.38,91.86640099,6.48,Moderate
10,20,20,22.89090909,87.22714909,6.48,Moderate
10,20,20,22.676,68.57441672,6.56,Moderate
10,20,20,26.73636364,87.91358314,6.64,Moderate
10,20,20,28.54545455,86.00466296,6.44,Moderate
10,20,20,26.51818182,87.20760537,6.36,Moderate
10,20,20,25.76,67.31536979,6.66,Moderate
10,20,20,28.64818182,85.90706769,6.42,Moderate
10,20,20,26.51818182,87.3297132,6.68,Moderate
10,20,20,29.03727273,85.95652728,6.4,Moderate
10,20,20,23.56,77.74758032,6.64,Moderate
10,20,20,29.03727273,85.99446713,6.66,Moderate
10,20,20,28.99454545,85.95856745,6.38,Moderate
10,20,20,22.89090909,87.30404555,6.46,Moderate
10,20,20,22.676,68.55108816,6.66,Moderate
10,20,20,27.65454545,87.13258772,6.48,Moderate
10,20,20,26.73636364,87.74117131,6.54,Moderate
10,20,20,10.38,91.6955725,6.34,Moderate
10,20,20,28.99454545,85.9791815,6.56,Moderate
10,20,20,28.54545455,85.95617678,6.62,Moderate
10,20,20,22.676,68.56951572,6.64,Moderate
10,20,20,28.08181818,86.03826807,6.56,Moderate
10,20,20,26.51818182,87.35377389,6.56,Moderate
10,20,20,22.89090909,87.3204185,6.54,Moderate
10,20,20,28.08181818,85.96262504,6.48,Moderate
10,20,20,22.89090909,87.49283033,6.64,Moderate
10,20,20,22.676,68.10446623,6.46,Moderate
10,20,20,23.56,77.58027098,6.52,Moderate
10,20,20,26.73636364,87.91358314,6.56,Moderate
10,20,20,28.99454545,85.9634427,6.46,Moderate
10,20,20,25.76,66.5583999,6.34,Moderate
10,20,20,28.54545455,85.93200392,6.54,Moderate
10,20,20,27.65454545,87.3538288,6.34,Moderate
10,20,20,22.89090909,87.49283033,6.66,Moderate
10,20,20,27.65454545,87.09933209,6.68,Moderate
10,20,20,28.50727273,85.82994445,6.42,Moderate
10,20,20,26.51818182,87.35377389,6.62,Moderate
10,20,20,26.51818182,87.22312692,6.34,Moderate
10,20,20,10.38,91.78841113,6.44,Moderate
10,20,20,23.56,77.85634847,6.34,Moderate
10,20,20,28.64818182,86.1122967,6.34,Moderate
10,20,20,29.18636364,85.94699414,6.42,Moderate
10,20,20,29.18636364,86.12870509,6.34,Moderate
10,20,20,27.65454545,87.17156237,6.4,Moderate
10,20,20,29.18636364,85.94109037,6.4,Moderate
10,20,20,29.03727273,86.03054991,6.32,Moderate
10,20,20,28.08181818,86.03826807,6.58,Moderate
10,20,20,26.73636364,87.74117131,6.52,Moderate
10,20,20,28.99454545,86.02083927,6.44,Moderate
10,20,20,29.03727273,85.96925134,6.6,Moderate
10,20,20,26.73636364,87.91358314,6.66,Moderate
10,20,20,26.51818182,87.35377389,6.58,Moderate
10,20,20,26.73636364,87.77281665,6.36,Moderate
10,20,20,28.99454545,86.03054991,6.32,Moderate
10,20,20,29.18636364,85.91485343,6.68,Moderate
10,20,20,28.99454545,85.96925134,6.6,Moderate
133,47,24,24.40228894,79.19732001,7.231324765,Moderate
136,36,20,23.09595631,84.86275707,6.925412377,Moderate
104,47,18,23.9656349,76.97696717,7.633437412,Poor
133,47,23,24.88738107,75.62137159,6.827354668,Moderate
126,38,23,25.36243778,83.63276077,6.176716425,Moderate
126,50,19,24.69457084,81.7358876,6.628722836,Moderate
113,41,20,25.0017188,80.53965818,7.256877571,Moderate
121,45,22,22.45942937,81.30681027,6.443785385,Moderate
121,47,16,23.60564038,79.29573149,7.723240151,Poor
129,60,22,24.58453146,79.12404171,5.947448589,Poor
107,45,25,23.0865933,83.55546146,7.227745516,Moderate
122,59,18,23.5000992,83.63488952,6.219469084,Moderate
140,38,15,24.1472953,75.88298598,6.021439523,Moderate
102,49,21,24.69315538,84.84422454,6.253343655,Moderate
111,40,25,24.484692,84.44932014,6.187455799,Moderate
131,35,18,24.49112609,82.24415809,7.057693366,Moderate
135,43,16,23.47986888,81.73049149,6.720449769,Moderate
100,46,18,24.18586246,76.04203958,6.431689506,Moderate
123,39,24,25.00755095,78.17952126,7.453106264,Moderate
117,56,15,25.99237426,77.0543546,7.368258226,Poor
121,36,24,23.66457347,81.69105088,7.352401887,Moderate
101,58,18,25.66891439,81.38103349,6.652143699,Poor
107,42,24,22.04612876,84.62978302,6.144631795,Moderate
100,41,22,22.4204752,84.55794703,7.318802162,Moderate
125,39,21,25.03149561,82.21276599,7.954629324,Poor
105,60,23,23.53371386,77.21705554,6.207652157,Moderate
102,46,19,22.77076388,82.5993307,6.631005298,Moderate
131,49,22,25.49848236,79.9751579,7.306918817,Poor
139,35,15,25.248679,83.4630147,5.898293044,Moderate
108,36,19,22.78249615,77.51235009,7.238566893,Moderate
118,45,23,23.37044424,77.43198948,7.977651226,Moderate
107,51,22,24.86560781,78.22080815,5.983075895,Poor
125,60,17,24.14386157,84.51591287,6.785723961,Moderate
113,37,20,25.03300222,79.04368718,7.393441155,Moderate
131,52,16,23.65724079,84.47601498,6.486068274,Moderate
115,48,16,25.54359718,84.09229796,7.175934962,Poor
113,38,25,22.00085141,79.47270984,7.388265888,Moderate
111,41,18,23.64328417,78.1258666,6.10539819,Moderate
111,53,19,23.96436009,78.02763149,6.419536555,Moderate
122,48,16,24.65425757,75.6350708,6.307585854,Moderate
108,46,17,24.3017998,84.87668973,6.93221485,Moderate
132,41,22,24.29144926,81.02453404,7.810865753,Moderate
103,42,17,24.29470232,84.61527627,6.527541661,Moderate
133,50,25,25.72180042,81.19666206,7.569454601,Poor
127,37,18,24.87663664,76.30050373,7.041065585,Moderate
110,39,25,22.60612115,77.34264002,7.208795456,Moderate
131,38,19,23.86814008,75.68339729,6.814341946,Moderate
108,38,24,23.41022496,76.43836957,7.442217061,Moderate
122,40,17,24.96440768,81.31677618,6.854558957,Moderate
111,50,15,25.16820129,80.30351815,7.884550475,Poor
140,40,17,22.72767171,77.07598065,6.006085786,Moderate
100,40,20,22.45145981,76.25674874,7.432043735,Moderate
123,50,16,23.04920461,75.53835214,6.498052108,Moderate
107,36,21,25.29250148,75.66653335,6.205263534,Moderate
118,50,19,22.95604064,82.33733678,6.360812227,Moderate
103,51,20,22.80213132,84.14668447,7.046607434,Moderate
133,57,19,23.54234715,75.98203329,7.947011366,Poor
129,47,20,24.41212325,80.80343786,6.281913858,Moderate
116,52,19,22.94276687,75.37170612,6.114525877,Moderate
114,40,23,25.53676123,81.13668716,6.753978061,Moderate
131,60,17,25.32023717,81.79475917,7.425041316,Poor
107,43,18,22.426733,81.53480799,6.745104394,Moderate
123,44,21,25.78544484,75.00539324,7.641116569,Poor
112,49,25,25.68959532,77.90621048,6.470135478,Moderate
119,44,15,22.14593688,82.8597549,7.091992365,Moderate
130,59,19,25.07278712,82.50257909,6.520403794,Poor
127,53,24,22.21506982,76.17851932,6.127939628,Moderate
134,52,18,23.9643129,76.59175937,7.994679507,Poor
109,36,18,25.40059227,76.53237965,7.524707577,Moderate
100,48,17,23.7805123,83.03878838,7.827877818,Poor
132,52,19,24.16402322,76.7433897,6.436691764,Moderate
102,37,25,25.31468463,77.91757121,5.907930899,Moderate
111,39,22,22.60361557,80.3509046,6.135025006,Moderate
117,51,15,22.9535715,78.71555832,6.044556594,Moderate
136,36,24,22.74446976,80.41198458,7.59781958,Moderate
134,56,18,23.80834611,83.91902605,6.691268104,Moderate
112,54,15,25.46228792,81.56641891,6.175492306,Poor
105,56,15,25.96779712,81.97904282,7.272316209,Poor
140,45,15,25.5308271,80.04662756,5.801047545,Poor
126,46,25,24.43847399,81.69801729,6.757457943,Moderate
106,49,24,23.03887865,76.47039772,6.983395573,Moderate
121,53,19,23.51308653,76.72621429,7.976889498,Poor
108,60,17,22.75805656,76.75768356,6.558902588,Moderate
116,56,17,24.71252544,77.7293114,7.979090365,Poor
100,52,19,23.45969093,82.44777468,7.903528673,Poor
129,43,16,25.5503704,77.85055621,6.73210948,Moderate
118,44,23,22.08458267,82.82904143,6.691690476,Moderate
117,43,25,24.68854799,78.51206972,7.839849298,Moderate
126,37,21,25.84997269,84.16855231,6.61448588,Moderate
120,48,16,22.46054478,75.40989245,7.456971816,Moderate
102,45,16,23.65629976,77.52425987,7.2942193,Moderate
131,56,20,22.00817088,81.83896111,7.762647875,Poor
114,40,17,24.32630461,80.13456404,6.363406102,Moderate
101,37,18,22.92360984,82.68738535,7.63737841,Moderate
106,46,20,23.43821725,78.63388824,6.200671976,Moderate
113,38,20,22.10718988,78.58320116,6.364729934,Moderate
102,53,21,23.03814028,76.11021529,6.913678684,Moderate
110,39,18,24.54795322,75.39752705,7.766259769,Moderate
107,58,15,23.73868041,75.77503808,7.55606399,Poor
120,60,15,22.31871914,83.86129998,7.288377241,Moderate
60,60,85,28.08181818,85.90926967,6.42,Moderate
60,60,85,28.99454545,85.87171429,6.34,Moderate
60,60,85,27.65454545,86.07745728,6.52,Moderate
60,60,85,27.65454545,85.96630692,6.4,Moderate
60,60,85,28.08181818,85.88081423,6.38,Moderate
60,60,85,28.99454545,86.18970499,6.62,Moderate
60,60,85,28.99454545,85.90947665,6.4,Moderate
60,60,85,27.65454545,86.12068122,6.48,Moderate
60,60,85,27.65454545,86.08507336,6.5,Moderate
60,60,85,28.99454545,86.20056483,6.6,Moderate
60,60,85,28.99454545,86.089417,6.48,Moderate
60,60,85,27.65454545,86.23076753,6.68,Moderate
60,60,85,28.99454545,86.1940615,6.66,Moderate
60,60,85,28.99454545,86.05380914,6.5,Moderate
40,20,10,27.90909091,91.61507664,6.64,Moderate
40,20,10,27.65454545,91.59697331,6.6,Moderate
40,20,10,27.65454545,91.60638673,6.54,Moderate
40,20,10,27.90909091,91.61507664,6.66,Moderate
40,20,10,27.65454545,91.75127529,6.38,Moderate
40,20,10,27.90909091,91.6040162,6.5,Moderate
40,20,10,27.65454545,91.68394082,6.46,Moderate
40,20,10,27.90909091,92.19029112,6.32,Moderate
40,20,10,27.65454545,91.70582064,6.4,Moderate
40,20,10,27.65454545,91.60638673,6.48,Moderate
40,20,10,27.90909091,91.59460278,6.58,Moderate
40,20,10,27.90909091,91.6040162,6.52,Moderate
40,20,10,27.65454545,92.18473834,6.34,Moderate
40,20,10,27.65454545,91.61744717,6.62,Moderate
50,10,60,28.64818182,87.93260515,5.46,Poor
50,10,60,28.54545455,86.10893108,5.34,Poor
50,10,60,29.95636364,88.21498334,5.5,Poor
50,10,60,22.89090909,88.29285457,5.66,Moderate
50,10,60,26.51818182,85.70226289,5.32,Poor
50,10,60,28.64818182,86.50830348,5.42,Poor
50,10,60,28.54545455,86.50830348,5.4,Poor
50,10,60,19.94545455,84.13287417,5.42,Poor
50,10,60,22.89090909,88.10815316,5.48,Poor
50,10,60,22.676,85.62256666,5.42,Poor
50,10,60,26.73636364,87.80359401,5.62,Poor
50,10,60,29.95636364,85.9865749,5.34,Poor
50,10,60,28.64818182,88.27137409,5.64,Poor
50,10,60,26.73636364,87.80359401,5.56,Poor
50,10,60,29.18636364,88.26537354,5.52,Poor
50,10,60,26.51818182,85.77364031,5.36,Poor
50,10,60,26.51818182,87.43112448,5.44,Poor
50,10,60,28.54545455,88.08667269,5.48,Poor
50,10,60,19.94545455,84.13287417,5.4,Poor
50,10,60,29.95636364,87.87621439,5.46,Poor
50,10,60,29.03727273,88.26123958,5.62,Poor
50,10,60,27.65454545,88.28234565,5.56,Poor
50,10,60,29.18636364,86.5147195,5.4,Poor
50,10,60,26.73636364,86.21081874,5.42,Poor
50,10,60,26.51818182,87.80692628,5.5,Poor
50,10,60,29.03727273,88.26123958,5.52,Poor
50,10,60,22.89090909,86.32378799,5.36,Poor
50,10,60,28.64818182,88.27137409,5.68,Poor
50,10,60,28.64818182,88.27137409,5.6,Poor
50,10,60,22.676,87.11902928,5.68,Moderate
50,10,60,27.65454545,86.51927504,5.42,Poor
50,10,60,28.64818182,88.27137409,5.54,Poor
50,10,60,28.54545455,86.10893108,5.36,Poor
50,10,60,28.64818182,86.13450975,5.38,Poor
50,10,60,28.54545455,87.72527696,5.44,Poor
50,10,60,10.38,85.74343814,5.54,Poor
50,10,60,28.64818182,85.89643744,5.32,Poor
50,10,60,28.54545455,88.27137409,5.64,Poor
50,10,60,29.03727273,88.07653817,5.48,Poor
50,10,60,29.18636364,88.26537354,5.54,Poor
50,10,60,26.73636364,87.80359401,5.52,Poor
50,10,60,22.89090909,88.09175698,5.46,Poor
50,10,60,28.33333333,88.27137409,5.66,Poor
50,10,60,10.38,86.18656599,5.64,Poor
50,10,60,28.54545455,88.27137409,5.5,Poor
50,10,60,22.676,84.97623438,5.32,Poor
50,10,60,28.64818182,88.27137409,5.62,Poor
50,10,60,22.89090909,86.69438765,5.42,Poor
50,10,60,26.73636364,85.77364031,5.36,Poor
50,10,60,28.64818182,88.27137409,5.56,Poor
50,10,60,29.03727273,88.26123958,5.64,Poor
50,10,60,28.64818182,86.10893108,5.36,Poor
50,10,60,22.89090909,86.69438765,5.4,Poor
50,10,60,14.7,85.26842544,5.5,Poor
50,10,60,26.73636364,87.80359401,5.54,Poor
50,10,60,22.676,86.89754032,5.44,Poor
50,10,60,29.03727273,86.12134765,5.36,Poor
50,10,60,29.18636364,88.08067214,5.48,Poor
50,10,60,29.18636364,88.26537354,5.58,Poor
50,10,60,22.89090909,86.25241056,5.32,Poor
50,10,60,10.38,86.1637401,5.62,Poor
50,10,60,29.18636364,88.26537354,5.68,Poor
50,10,60,15.5,84.93702633,5.4,Poor
50,10,60,28.64818182,86.10893108,5.34,Poor
50,10,60,27.65454545,88.28234565,5.58,Poor
50,10,60,28.64818182,88.27137409,5.58,Poor
50,10,60,29.18636364,87.73169298,5.44,Poor
50,10,60,27.90909091,88.28234565,5.64,Poor
50,10,60,28.54545455,86.13450975,5.38,Poor
50,10,60,26.51818182,87.80692628,5.6,Poor
50,10,60,28.99454545,86.51058554,5.4,Poor
50,10,60,28.64818182,88.27137409,5.52,Poor
50,10,60,28.64818182,88.08667269,5.48,Poor
50,10,60,22.676,85.16152688,5.36,Poor
50,10,60,22.89090909,88.29285457,5.5,Moderate
50,10,60,29.03727273,88.26123958,5.58,Poor
50,10,60,28.54545455,88.27137409,5.56,Poor
50,10,60,26.73636364,87.61889261,5.48,Poor
50,10,60,26.51818182,87.80692628,5.54,Poor
50,10,60,23.56,86.99924876,5.32,Poor
50,10,60,28.64818182,88.27137409,5.66,Poor
50,10,60,29.18636364,88.26537354,5.66,Poor
50,10,60,22.676,87.12852633,5.54,Moderate
50,10,60,28.64818182,88.27137409,5.5,Poor
50,10,60,29.18636364,88.26537354,5.64,Poor
50,10,60,28.64818182,87.72527696,5.44,Poor
50,10,60,29.18636364,86.5147195,5.42,Poor
50,10,60,22.676,87.12852633,5.5,Moderate
50,10,60,28.54545455,88.27137409,5.6,Poor
50,10,60,23.56,89.14780505,5.64,Moderate
50,10,60,28.50727273,88.27137409,5.58,Poor
50,10,60,22.676,87.12993176,5.62,Moderate
50,10,60,26.73636364,87.80359401,5.64,Poor
50,10,60,20.70909091,85.73884152,5.58,Moderate
50,10,60,15.5,86.07888067,5.58,Moderate
50,10,60,27.65454545,86.11990264,5.36,Poor
50,10,60,29.95636364,88.21498334,5.66,Poor
50,10,60,28.54545455,88.27137409,5.62,Poor
50,10,60,22.676,87.12852633,5.52,Moderate
50,10,60,28.33333333,88.27137409,5.64,Poor
50,10,60,29.18636364,85.91298797,5.32,Poor
50,10,60,22.89090909,88.29285457,5.6,Moderate
50,10,60,19.94545455,84.31110963,5.48,Poor
50,10,60,22.89090909,88.29285457,5.54,Moderate
50,10,60,29.95636364,88.21498334,5.68,Poor
50,10,60,10.38,84.90337601,5.44,Poor
50,10,60,29.18636364,87.9266046,5.46,Poor
50,10,60,29.18636364,88.26537354,5.56,Poor
50,10,60,19.94545455,84.9749216,5.54,Moderate
50,10,60,29.03727273,87.72755901,5.44,Poor
50,10,60,28.33333333,88.27137409,5.5,Poor
50,10,60,28.33333333,86.13450975,5.38,Poor
50,10,60,19.94545455,83.89567786,5.32,Poor
50,10,60,29.18636364,88.26537354,5.62,Poor
50,10,60,29.95636364,85.9865749,5.36,Poor
50,10,60,27.65454545,86.1454813,5.38,Poor
50,10,60,26.73636364,85.79921897,5.38,Poor
50,10,60,19.94545455,83.96705528,5.38,Poor
50,10,60,26.51818182,85.77364031,5.34,Poor
50,10,60,19.94545455,85.38836862,5.66,Moderate
50,10,60,22.89090909,86.32378799,5.34,Poor
50,10,60,28.54545455,88.27137409,5.66,Poor
50,10,60,19.94545455,84.31110963,5.46,Poor
50,10,60,29.95636364,88.21498334,5.58,Poor
50,10,60,28.50727273,86.10893108,5.36,Poor
50,10,60,28.50727273,87.93260515,5.46,Poor
50,10,60,15.5,85.2999632,5.52,Moderate
50,10,60,19.94545455,84.13287417,5.44,Poor
50,10,60,29.95636364,88.21498334,5.52,Poor
50,10,60,26.73636364,87.60602768,5.46,Poor
50,10,60,28.54545455,88.27137409,5.68,Poor
50,10,60,10.38,86.04324505,5.58,Poor
50,10,60,29.03727273,86.14692632,5.38,Poor
50,10,60,20.70909091,84.98783929,5.5,Moderate
50,10,60,26.51818182,87.80692628,5.52,Poor
50,10,60,27.90909091,86.51927504,5.42,Poor
50,10,60,26.51818182,87.80692628,5.66,Poor
50,10,60,22.676,85.5631316,5.4,Poor
50,10,60,29.95636364,86.37581279,5.42,Poor
50,10,60,28.54545455,85.89643744,5.32,Poor
50,10,60,26.51818182,86.21081874,5.42,Poor
50,10,60,10.38,86.18076101,5.68,Poor
50,10,60,27.65454545,88.28234565,5.54,Poor
50,10,60,29.03727273,85.90885401,5.32,Poor
50,10,60,28.54545455,88.27137409,5.52,Poor
50,10,60,26.73636364,87.80359401,5.5,Poor
50,10,60,26.51818182,87.80692628,5.56,Poor
50,10,60,27.65454545,88.28234565,5.6,Poor
50,10,60,28.64818182,86.50830348,5.4,Poor
50,10,60,19.94545455,85.38836862,5.64,Moderate
50,10,60,26.73636364,87.80359401,5.68,Poor
50,10,60,28.50727273,86.13450975,5.38,Poor
50,10,60,26.73636364,85.77364031,5.34,Poor
50,10,60,29.03727273,88.26123958,5.68,Poor
50,10,60,22.676,87.12993176,5.56,Moderate
50,10,60,22.89090909,87.91352152,5.44,Poor
50,10,60,27.65454545,88.28234565,5.52,Poor
50,10,60,19.94545455,84.49581104,5.5,Moderate
50,10,60,29.18636364,88.26537354,5.6,Poor
50,10,60,22.676,87.12993176,5.58,Moderate
50,10,60,22.89090909,88.29285457,5.64,Moderate
50,10,60,29.03727273,88.26123958,5.66,Poor
50,10,60,26.73636364,86.21081874,5.4,Poor
50,10,60,22.676,85.18710555,5.38,Poor
50,10,60,27.86666667,86.51927504,5.4,Poor
50,10,60,22.89090909,88.29285457,5.62,Moderate
50,10,60,26.51818182,85.79921897,5.38,Poor
50,10,60,22.89090909,88.29285457,5.68,Moderate
50,10,60,26.73636364,87.42779222,5.44,Poor
50,10,60,29.95636364,88.21498334,5.6,Poor
50,10,60,28.54545455,88.27137409,5.58,Poor
50,10,60,22.89090909,86.34936665,5.38,Poor
50,10,60,26.73636364,85.70226289,5.32,Poor
50,10,60,10.38,85.08161147,5.46,Poor
50,10,60,28.54545455,88.27137409,5.54,Poor
50,10,60,22.676,87.07577578,5.46,Poor
50,10,60,20.70909091,84.62490243,5.42,Poor
50,10,60,26.51818182,87.80692628,5.58,Poor
50,10,60,29.03727273,86.51058554,5.4,Poor
50,10,60,23.56,87.07062618,5.36,Poor
24,130,195,29.99677232,81.54156612,6.112305667,Poor
13,144,204,30.7280404,82.42614055,6.092241627,Poor
22,123,205,32.44577836,83.88504863,5.896343436,Poor
36,125,196,37.46566825,80.65968681,6.15526103,Poor
24,131,196,22.03296178,83.74372787,5.732453638,Poor
2,123,198,39.64851881,82.21079946,6.253034534,Poor
35,140,197,16.77557314,82.75241875,6.106190557,Moderate
11,122,195,12.14190714,83.56812483,5.647202395,Poor
6,123,203,12.7567962,81.62497448,6.130310493,Poor
17,134,204,39.04071989,80.18393287,6.499604931,Poor
25,130,197,39.70772192,82.68593454,5.554831977,Poor
27,145,205,9.467960445,82.29335466,5.800242694,Poor
9,122,201,29.58748357,80.91934392,5.570290539,Poor
16,139,203,17.82803682,80.96093443,6.27564088,Poor
32,141,204,8.825674745,82.89753705,5.536645599,Poor
22,138,195,27.83487131,83.51444973,6.208196881,Poor
31,144,202,11.02105378,80.55557235,5.870600622,Poor
3,136,205,17.5862944,80.84806564,6.334771461,Poor
28,122,197,19.89363946,82.73366439,5.856575335,Poor
4,136,204,29.93707596,81.77713468,5.898944282,Poor
39,145,201,36.73126647,80.58931938,5.775600435,Poor
38,132,197,20.42094753,81.54185044,5.931101816,Poor
